caseid,age_5,age_10,gender,marital,how_often_rushed,health,mental_health,annual_income,household_income
744,65 to 69,65 to 74,Female,Widowed,... about once a week?,... good?,... good?,"$20,000 to $29,999","$20,000 to $29,999"
745,35 to 39,35 to 44,Male,Living common-law,... never,... very good?,... very good?,"$30,000 to $39,999","$50,000 to $59,999"
746,50 to 54,45 to 54,Male,Married,... every day?,... very good?,... good?,"$50,000 to $59,999","$100,000 to $149,999"
747,55 to 59,55 to 64,Female,Married,... every day?,... excellent?,... very good?,"Less than $5,000",Not stated
748,15 to 17,15 to 24,Male,Single (Never married),... a few times a week?,... excellent?,... very good?,"Less than $5,000","$60,000 to $79,999"
749,15 to 17,15 to 24,Male,Single (Never married),... less than once a month?,... good?,... good?,Not stated,Not stated
750,30 to 34,25 to 34,Female,Living common-law,... every day?,... very good?,... very good?,"$30,000 to $39,999","$100,000 to $149,999"
751,50 to 54,45 to 54,Female,Single (Never married),... every day?,... fair?,... good?,"$60,000 to $79,999","$60,000 to $79,999"
752,55 to 59,55 to 64,Male,Married,... a few times a week?,... excellent?,... excellent?,"$60,000 to $79,999","$100,000 to $149,999"
753,15 to 17,15 to 24,Male,Single (Never married),... a few times a week?,... very good?,... excellent?,"$5,000 to $9,999",No income or loss
754,45 to 49,45 to 54,Female,Living common-law,... a few times a week?,... very good?,... very good?,"$30,000 to $39,999","$100,000 to $149,999"
755,45 to 49,45 to 54,Male,Married,... a few times a week?,... fair?,... good?,"$40,000 to $49,999","$40,000 to $49,999"
756,35 to 39,35 to 44,Male,Married,... a few times a week?,... good?,... fair?,"$30,000 to $39,999","$50,000 to $59,999"
757,15 to 17,15 to 24,Female,Single (Never married),... a few times a week?,... very good?,... very good?,No income,Don't know
758,50 to 54,45 to 54,Female,Married,... about once a week?,... very good?,... very good?,"$40,000 to $49,999","$150,000 or more"
759,25 to 29,25 to 34,Female,Single (Never married),... a few times a week?,... very good?,... good?,"$30,000 to $39,999","$30,000 to $39,999"
760,50 to 54,45 to 54,Female,Married,... every day?,... very good?,... good?,Not stated,Not stated
761,15 to 17,15 to 24,Female,Single (Never married),... a few times a week?,... very good?,... good?,No income,"Less than $5,000"
762,65 to 69,65 to 74,Male,Single (Never married),... a few times a week?,... good?,... very good?,"$50,000 to $59,999","$50,000 to $59,999"
763,80 years and over,75 years and over,Female,Widowed,... never,... fair?,... fair?,"$10,000 to $14,999","$10,000 to $14,999"
764,40 to 44,35 to 44,Female,Divorced,... about once a month?,... excellent?,... excellent?,"$30,000 to $39,999","$30,000 to $39,999"
765,75 to 79,75 years and over,Female,Married,... never,... very good?,... very good?,Don't know,Don't know
766,80 years and over,75 years and over,Male,Widowed,... about once a month?,... good?,... excellent?,"$60,000 to $79,999","$60,000 to $79,999"
767,45 to 49,45 to 54,Female,Single (Never married),... less than once a month?,Not stated,Not stated,Not stated,Not stated
768,20 to 24,15 to 24,Female,Single (Never married),... a few times a week?,... good?,... good?,"$30,000 to $39,999",Don't know
769,35 to 39,35 to 44,Male,Married,... every day?,... very good?,... good?,"$100,000 or more","$150,000 or more"
770,25 to 29,25 to 34,Female,Living common-law,... every day?,... good?,... very good?,"$40,000 to $49,999","$60,000 to $79,999"
771,70 to 74,65 to 74,Female,Married,... a few times a week?,... very good?,... very good?,"$20,000 to $29,999","$60,000 to $79,999"
772,25 to 29,25 to 34,Male,Single (Never married),... about once a week?,Not stated,Not stated,Not stated,Not stated
773,30 to 34,25 to 34,Female,Living common-law,... a few times a week?,Not stated,Not stated,Not stated,Not stated
774,45 to 49,45 to 54,Male,Married,... a few times a week?,... very good?,... very good?,"$60,000 to $79,999","$80,000 to $99,999"
775,55 to 59,55 to 64,Male,Married,... every day?,... fair?,... very good?,"$20,000 to $29,999","$50,000 to $59,999"
776,25 to 29,25 to 34,Female,Married,... about once a week?,... very good?,... excellent?,"$5,000 to $9,999","$30,000 to $39,999"
777,40 to 44,35 to 44,Male,Divorced,... about once a week?,... very good?,... good?,"$20,000 to $29,999","$20,000 to $29,999"
778,35 to 39,35 to 44,Male,Married,... a few times a week?,... good?,... very good?,"$60,000 to $79,999","$80,000 to $99,999"
779,35 to 39,35 to 44,Female,Living common-law,... every day?,... fair?,... very good?,Don't know,Don't know
780,15 to 17,15 to 24,Female,Single (Never married),... a few times a week?,... good?,... good?,No income,Don't know
781,60 to 64,55 to 64,Female,Married,... a few times a week?,... good?,... good?,"$20,000 to $29,999","$60,000 to $79,999"
782,75 to 79,75 years and over,Male,Married,... a few times a week?,... excellent?,... excellent?,Not stated,Not stated
783,50 to 54,45 to 54,Female,Married,... every day?,... good?,... good?,"$10,000 to $14,999","$60,000 to $79,999"
784,20 to 24,15 to 24,Male,Single (Never married),... a few times a week?,... excellent?,... excellent?,"$10,000 to $14,999","$80,000 to $99,999"
785,20 to 24,15 to 24,Male,Single (Never married),... every day?,... very good?,... good?,"$40,000 to $49,999","$150,000 or more"
786,50 to 54,45 to 54,Female,Divorced,... about once a month?,... very good?,... very good?,Not stated,Not stated
787,55 to 59,55 to 64,Female,Widowed,... about once a week?,... excellent?,... excellent?,"$15,000 to $19,999","$15,000 to $19,999"
788,20 to 24,15 to 24,Male,Single (Never married),... a few times a week?,... good?,... good?,No income,No income or loss
789,30 to 34,25 to 34,Male,Living common-law,... about once a week?,... excellent?,... excellent?,"$60,000 to $79,999","$80,000 to $99,999"
790,70 to 74,65 to 74,Male,Married,... never,Don't know,... fair?,"$50,000 to $59,999","$50,000 to $59,999"
791,55 to 59,55 to 64,Male,Married,... a few times a week?,... very good?,... very good?,"$20,000 to $29,999","$40,000 to $49,999"
792,40 to 44,35 to 44,Female,Living common-law,... every day?,... good?,... good?,"$40,000 to $49,999","$150,000 or more"
793,50 to 54,45 to 54,Female,Married,... a few times a week?,... fair?,... fair?,"$15,000 to $19,999","$30,000 to $39,999"
794,30 to 34,25 to 34,Female,Single (Never married),... every day?,... good?,... excellent?,"$30,000 to $39,999","$30,000 to $39,999"
795,20 to 24,15 to 24,Female,Single (Never married),... every day?,... good?,... excellent?,"$5,000 to $9,999","$100,000 to $149,999"
796,70 to 74,65 to 74,Female,Married,... a few times a week?,... very good?,... very good?,Not stated,Not stated
797,65 to 69,65 to 74,Male,Married,... about once a week?,... good?,... good?,"$100,000 or more","$150,000 or more"
798,75 to 79,75 years and over,Male,Divorced,... about once a week?,... excellent?,... excellent?,"$50,000 to $59,999","$50,000 to $59,999"
799,50 to 54,45 to 54,Female,Divorced,... every day?,... poor?,... fair?,"$30,000 to $39,999","$30,000 to $39,999"
800,50 to 54,45 to 54,Male,Separated,... every day?,... very good?,... very good?,"$50,000 to $59,999","$60,000 to $79,999"
801,35 to 39,35 to 44,Female,Married,... every day?,... very good?,... excellent?,No income,"$10,000 to $14,999"
802,65 to 69,65 to 74,Male,Married,... less than once a month?,... very good?,... very good?,"$40,000 to $49,999","$50,000 to $59,999"
803,20 to 24,15 to 24,Female,Single (Never married),... about once a month?,... very good?,... excellent?,"$10,000 to $14,999","$10,000 to $14,999"
804,55 to 59,55 to 64,Female,Divorced,... every day?,... very good?,... very good?,"$30,000 to $39,999","$30,000 to $39,999"
805,70 to 74,65 to 74,Female,Married,... never,... very good?,... excellent?,"$10,000 to $14,999","$20,000 to $29,999"
806,45 to 49,45 to 54,Male,Married,... less than once a month?,... good?,... very good?,"$100,000 or more","$150,000 or more"
807,55 to 59,55 to 64,Male,Divorced,... about once a week?,... good?,... very good?,"$50,000 to $59,999","$50,000 to $59,999"
808,75 to 79,75 years and over,Female,Married,... every day?,... poor?,... good?,"$15,000 to $19,999","$60,000 to $79,999"
809,25 to 29,25 to 34,Male,Single (Never married),... every day?,... good?,... good?,"$30,000 to $39,999","$30,000 to $39,999"
810,60 to 64,55 to 64,Male,Married,... a few times a week?,... very good?,... very good?,"$100,000 or more","$150,000 or more"
811,18 to 19,15 to 24,Male,Single (Never married),... about once a week?,... good?,... very good?,"Less than $5,000","$40,000 to $49,999"
812,80 years and over,75 years and over,Male,Married,... never,... poor?,... good?,No income,No income or loss
813,55 to 59,55 to 64,Male,Married,... a few times a week?,... excellent?,... excellent?,"$60,000 to $79,999","$100,000 to $149,999"
814,45 to 49,45 to 54,Male,Married,... a few times a week?,... very good?,... very good?,"$50,000 to $59,999","$60,000 to $79,999"
815,35 to 39,35 to 44,Female,Married,... a few times a week?,... good?,... good?,No income,No income or loss
816,50 to 54,45 to 54,Male,Living common-law,... a few times a week?,... very good?,... very good?,"$80,000 to $99,999","$150,000 or more"
817,80 years and over,75 years and over,Female,Single (Never married),... never,... fair?,... good?,Don't know,Don't know
818,50 to 54,45 to 54,Male,Single (Never married),... a few times a week?,... good?,... good?,"$30,000 to $39,999","$30,000 to $39,999"
819,60 to 64,55 to 64,Male,Married,... a few times a week?,... very good?,... very good?,"$100,000 or more","$150,000 or more"
820,25 to 29,25 to 34,Male,Single (Never married),... every day?,... good?,... good?,"Less than $5,000","$100,000 to $149,999"
821,40 to 44,35 to 44,Male,Single (Never married),... a few times a week?,... good?,... fair?,"$20,000 to $29,999","$20,000 to $29,999"
822,75 to 79,75 years and over,Male,Married,... never,... fair?,... fair?,"$10,000 to $14,999","$20,000 to $29,999"
823,45 to 49,45 to 54,Male,Divorced,... never,... excellent?,... poor?,"$60,000 to $79,999","$60,000 to $79,999"
824,50 to 54,45 to 54,Male,Married,... about once a week?,Don't know,... fair?,Not stated,Don't know
825,65 to 69,65 to 74,Female,Married,... a few times a week?,... good?,... good?,Don't know,"$60,000 to $79,999"
826,15 to 17,15 to 24,Female,Single (Never married),... a few times a week?,... very good?,... very good?,No income,"$40,000 to $49,999"
827,60 to 64,55 to 64,Female,Married,... a few times a week?,... fair?,... very good?,"$5,000 to $9,999","$30,000 to $39,999"
828,30 to 34,25 to 34,Male,Married,... every day?,... very good?,... very good?,"$100,000 or more","$150,000 or more"
829,65 to 69,65 to 74,Male,Living common-law,... never,... good?,... very good?,"$20,000 to $29,999","$30,000 to $39,999"
830,60 to 64,55 to 64,Male,Married,... never,... good?,... good?,"$50,000 to $59,999","$100,000 to $149,999"
831,55 to 59,55 to 64,Female,Married,... every day?,... good?,... excellent?,Not stated,Not stated
832,45 to 49,45 to 54,Female,Living common-law,... less than once a month?,... poor?,... poor?,No income,"$30,000 to $39,999"
833,70 to 74,65 to 74,Female,Divorced,... a few times a week?,... poor?,... fair?,"$15,000 to $19,999","$15,000 to $19,999"
834,45 to 49,45 to 54,Female,Married,... every day?,... very good?,... good?,"$30,000 to $39,999","$40,000 to $49,999"
835,15 to 17,15 to 24,Male,Single (Never married),... about once a month?,... very good?,... good?,Not stated,Not stated
836,45 to 49,45 to 54,Male,Married,... a few times a week?,... good?,... very good?,"$60,000 to $79,999","$150,000 or more"
837,80 years and over,75 years and over,Female,Married,... a few times a week?,... good?,... good?,Not stated,Not stated
838,65 to 69,65 to 74,Female,Married,... about once a week?,... good?,... good?,"$20,000 to $29,999","$60,000 to $79,999"
839,50 to 54,45 to 54,Female,Married,... a few times a week?,... good?,... good?,"$40,000 to $49,999","$40,000 to $49,999"
840,30 to 34,25 to 34,Female,Married,... a few times a week?,... very good?,... excellent?,"$20,000 to $29,999","$60,000 to $79,999"
841,20 to 24,15 to 24,Male,Single (Never married),... a few times a week?,... good?,... good?,"$30,000 to $39,999",Don't know
842,40 to 44,35 to 44,Female,Married,... about once a week?,... very good?,... good?,"$10,000 to $14,999","$60,000 to $79,999"
843,55 to 59,55 to 64,Male,Living common-law,... about once a month?,... excellent?,... excellent?,"$40,000 to $49,999","$60,000 to $79,999"
844,50 to 54,45 to 54,Female,Single (Never married),... every day?,... fair?,... good?,"$30,000 to $39,999","$50,000 to $59,999"
845,70 to 74,65 to 74,Female,Widowed,... never,... very good?,... very good?,"$10,000 to $14,999",Don't know
846,70 to 74,65 to 74,Female,Married,... about once a month?,... fair?,... good?,"$5,000 to $9,999","$30,000 to $39,999"
847,35 to 39,35 to 44,Male,Married,... a few times a week?,... good?,... very good?,"$100,000 or more","$100,000 to $149,999"
848,80 years and over,75 years and over,Male,Single (Never married),... a few times a week?,... good?,... good?,"$20,000 to $29,999","$20,000 to $29,999"
849,65 to 69,65 to 74,Female,Married,... never,... excellent?,... excellent?,Don't know,"$10,000 to $14,999"
850,80 years and over,75 years and over,Male,Married,... less than once a month?,... fair?,... excellent?,"$10,000 to $14,999","$20,000 to $29,999"
851,30 to 34,25 to 34,Male,Married,... every day?,... fair?,... fair?,"$30,000 to $39,999","$50,000 to $59,999"
852,30 to 34,25 to 34,Female,Living common-law,... about once a week?,... good?,... good?,"$10,000 to $14,999","$30,000 to $39,999"
853,50 to 54,45 to 54,Female,Divorced,... every day?,... fair?,... good?,"$20,000 to $29,999","$20,000 to $29,999"
854,80 years and over,75 years and over,Female,Widowed,Don't know,Not stated,Not stated,Not stated,Not stated
855,45 to 49,45 to 54,Female,Married,... every day?,... good?,... fair?,"$80,000 to $99,999","$150,000 or more"
856,70 to 74,65 to 74,Female,Married,... about once a week?,... very good?,... very good?,Not stated,Not stated
857,35 to 39,35 to 44,Female,Married,... a few times a week?,... good?,... good?,No income,Not stated
858,35 to 39,35 to 44,Female,Widowed,... every day?,... good?,... good?,"$40,000 to $49,999","$40,000 to $49,999"
859,45 to 49,45 to 54,Female,Married,... every day?,... good?,... very good?,"$50,000 to $59,999","$100,000 to $149,999"
860,50 to 54,45 to 54,Male,Married,... about once a month?,... very good?,... excellent?,"$30,000 to $39,999","$60,000 to $79,999"
861,50 to 54,45 to 54,Female,Married,... a few times a week?,... very good?,... very good?,"$30,000 to $39,999","$50,000 to $59,999"
862,40 to 44,35 to 44,Male,Married,... about once a week?,... good?,... good?,"$30,000 to $39,999","$30,000 to $39,999"
863,15 to 17,15 to 24,Female,Single (Never married),... about once a week?,... very good?,... very good?,"Less than $5,000","$80,000 to $99,999"
864,25 to 29,25 to 34,Female,Living common-law,... every day?,... fair?,... poor?,"$10,000 to $14,999",Not stated
865,55 to 59,55 to 64,Female,Married,... every day?,... good?,... excellent?,No income,"$60,000 to $79,999"
866,15 to 17,15 to 24,Male,Single (Never married),... about once a month?,... very good?,... good?,"Less than $5,000",Don't know
867,30 to 34,25 to 34,Female,Married,... every day?,... very good?,... very good?,"$15,000 to $19,999","$150,000 or more"
868,45 to 49,45 to 54,Male,Single (Never married),... a few times a week?,... good?,... good?,"$60,000 to $79,999","$60,000 to $79,999"
869,40 to 44,35 to 44,Male,Married,... every day?,... good?,... excellent?,"$40,000 to $49,999","$60,000 to $79,999"
870,80 years and over,75 years and over,Female,Widowed,... never,... good?,... excellent?,"$10,000 to $14,999",Don't know
871,15 to 17,15 to 24,Male,Single (Never married),... every day?,... good?,... good?,Not stated,Not stated
872,35 to 39,35 to 44,Male,Single (Never married),... a few times a week?,... very good?,... good?,"$40,000 to $49,999","$100,000 to $149,999"
873,25 to 29,25 to 34,Male,Married,... every day?,... good?,... good?,"$80,000 to $99,999","$100,000 to $149,999"
874,80 years and over,75 years and over,Male,Widowed,... every day?,... good?,... very good?,"$15,000 to $19,999","$15,000 to $19,999"
875,18 to 19,15 to 24,Male,Single (Never married),... a few times a week?,... fair?,... good?,"$10,000 to $14,999","$60,000 to $79,999"
876,35 to 39,35 to 44,Female,Married,... every day?,... very good?,... good?,"$100,000 or more","$150,000 or more"
877,80 years and over,75 years and over,Female,Widowed,... every day?,... fair?,... good?,Don't know,Don't know
878,20 to 24,15 to 24,Female,Single (Never married),... about once a week?,... good?,... good?,Not stated,Not stated
879,40 to 44,35 to 44,Female,Married,... a few times a week?,... good?,... very good?,"$100,000 or more","$150,000 or more"
880,20 to 24,15 to 24,Female,Single (Never married),... a few times a week?,... good?,... excellent?,"$40,000 to $49,999",Don't know
881,65 to 69,65 to 74,Female,Widowed,... never,... excellent?,... excellent?,"$15,000 to $19,999","$15,000 to $19,999"
882,60 to 64,55 to 64,Female,Divorced,... never,... fair?,... good?,"$30,000 to $39,999","$30,000 to $39,999"
883,80 years and over,75 years and over,Female,Widowed,... less than once a month?,... excellent?,... excellent?,"$15,000 to $19,999","$15,000 to $19,999"
884,60 to 64,55 to 64,Female,Married,... about once a month?,... very good?,... good?,Not stated,Not stated
885,45 to 49,45 to 54,Male,Single (Never married),... less than once a month?,... fair?,... very good?,"$80,000 to $99,999","$80,000 to $99,999"
886,55 to 59,55 to 64,Male,Married,... every day?,... good?,... good?,"$50,000 to $59,999","$60,000 to $79,999"
887,60 to 64,55 to 64,Female,Married,... about once a month?,... very good?,... excellent?,"$30,000 to $39,999","$40,000 to $49,999"
888,40 to 44,35 to 44,Female,Living common-law,... a few times a week?,... very good?,... very good?,"$30,000 to $39,999","$50,000 to $59,999"
889,15 to 17,15 to 24,Male,Single (Never married),... every day?,... fair?,... fair?,No income,"$20,000 to $29,999"
890,20 to 24,15 to 24,Male,Single (Never married),... a few times a week?,... excellent?,... very good?,"$5,000 to $9,999","$15,000 to $19,999"
891,30 to 34,25 to 34,Female,Single (Never married),... about once a month?,... very good?,... excellent?,"$30,000 to $39,999",Don't know
892,65 to 69,65 to 74,Female,Divorced,... less than once a month?,... good?,... excellent?,"$10,000 to $14,999","$10,000 to $14,999"
893,65 to 69,65 to 74,Male,Widowed,... never,... poor?,... excellent?,Not stated,Not stated
894,50 to 54,45 to 54,Female,Single (Never married),... a few times a week?,... fair?,... fair?,"Less than $5,000","$10,000 to $14,999"
895,80 years and over,75 years and over,Female,Widowed,... less than once a month?,... very good?,... very good?,Not stated,Not stated
896,55 to 59,55 to 64,Female,Married,... a few times a week?,... good?,... good?,"$15,000 to $19,999","$30,000 to $39,999"
897,30 to 34,25 to 34,Male,Living common-law,... a few times a week?,... excellent?,... excellent?,Don't know,Don't know
898,55 to 59,55 to 64,Male,Married,... a few times a week?,... very good?,... very good?,"$60,000 to $79,999","$100,000 to $149,999"
899,75 to 79,75 years and over,Female,Married,... a few times a week?,... good?,... very good?,"$10,000 to $14,999","$60,000 to $79,999"
900,65 to 69,65 to 74,Male,Married,... less than once a month?,... good?,... excellent?,"$20,000 to $29,999","$30,000 to $39,999"
901,40 to 44,35 to 44,Male,Married,... about once a month?,... fair?,... good?,Don't know,Don't know
902,40 to 44,35 to 44,Female,Single (Never married),... every day?,... fair?,... good?,"$15,000 to $19,999","$15,000 to $19,999"
903,65 to 69,65 to 74,Male,Single (Never married),... never,... good?,... excellent?,"$15,000 to $19,999","$30,000 to $39,999"
904,40 to 44,35 to 44,Female,Separated,... never,... good?,... very good?,Not stated,Not stated
905,55 to 59,55 to 64,Male,Married,... a few times a week?,... good?,... very good?,"$20,000 to $29,999","$100,000 to $149,999"
906,60 to 64,55 to 64,Male,Married,... a few times a week?,... good?,... very good?,"$20,000 to $29,999","$30,000 to $39,999"
907,40 to 44,35 to 44,Female,Married,... every day?,... very good?,... very good?,"$30,000 to $39,999","$60,000 to $79,999"
908,75 to 79,75 years and over,Female,Married,... never,... good?,... good?,Don't know,Don't know
909,45 to 49,45 to 54,Female,Living common-law,... every day?,... very good?,... very good?,"$50,000 to $59,999","$80,000 to $99,999"
910,65 to 69,65 to 74,Male,Married,... never,... very good?,... very good?,"$50,000 to $59,999","$50,000 to $59,999"
911,40 to 44,35 to 44,Male,Divorced,... every day?,... very good?,... very good?,"$5,000 to $9,999","$100,000 to $149,999"
912,65 to 69,65 to 74,Male,Married,... a few times a week?,... very good?,... very good?,"$50,000 to $59,999","$80,000 to $99,999"
913,65 to 69,65 to 74,Female,Married,... every day?,... excellent?,... very good?,Not stated,Not stated
914,20 to 24,15 to 24,Female,Single (Never married),... a few times a week?,... very good?,... good?,No income,No income or loss
915,35 to 39,35 to 44,Male,Married,... a few times a week?,... excellent?,... excellent?,"$80,000 to $99,999","$100,000 to $149,999"
916,35 to 39,35 to 44,Male,Living common-law,... every day?,... very good?,... very good?,"$80,000 to $99,999","$100,000 to $149,999"
917,50 to 54,45 to 54,Female,Single (Never married),... about once a month?,... fair?,... good?,"$20,000 to $29,999","$20,000 to $29,999"
918,50 to 54,45 to 54,Female,Married,... about once a week?,... good?,... very good?,"$20,000 to $29,999","$100,000 to $149,999"
919,80 years and over,75 years and over,Female,Widowed,... a few times a week?,... good?,... excellent?,"$20,000 to $29,999","$20,000 to $29,999"
920,75 to 79,75 years and over,Male,Divorced,... less than once a month?,... good?,... excellent?,"$20,000 to $29,999","$20,000 to $29,999"
921,40 to 44,35 to 44,Male,Married,... every day?,... good?,... excellent?,"$50,000 to $59,999",Don't know
922,30 to 34,25 to 34,Female,Married,... about once a week?,... fair?,... good?,Not stated,Not stated
923,20 to 24,15 to 24,Male,Single (Never married),... about once a month?,... very good?,... excellent?,"$30,000 to $39,999","$100,000 to $149,999"
924,45 to 49,45 to 54,Male,Married,... every day?,... poor?,... fair?,"$60,000 to $79,999","$100,000 to $149,999"
925,50 to 54,45 to 54,Male,Married,... about once a month?,... very good?,... very good?,"$30,000 to $39,999","$60,000 to $79,999"
926,80 years and over,75 years and over,Female,Widowed,Don't know,... excellent?,Don't know,"$15,000 to $19,999","$15,000 to $19,999"
927,40 to 44,35 to 44,Female,Separated,... a few times a week?,Not stated,Not stated,Not stated,Not stated
928,60 to 64,55 to 64,Female,Divorced,... about once a week?,... very good?,... excellent?,"$20,000 to $29,999","$20,000 to $29,999"
929,50 to 54,45 to 54,Female,Married,... a few times a week?,... excellent?,... very good?,"$20,000 to $29,999","$80,000 to $99,999"
930,20 to 24,15 to 24,Female,Single (Never married),... about once a week?,... fair?,... very good?,"$20,000 to $29,999",Not stated
931,50 to 54,45 to 54,Female,Married,... about once a week?,... good?,... good?,"$40,000 to $49,999","$100,000 to $149,999"
932,55 to 59,55 to 64,Female,Single (Never married),... a few times a week?,... excellent?,... very good?,"$100,000 or more","$150,000 or more"
933,35 to 39,35 to 44,Male,Married,... every day?,... good?,... very good?,"$100,000 or more","$150,000 or more"
934,75 to 79,75 years and over,Female,Single (Never married),... about once a week?,... good?,... very good?,"$40,000 to $49,999","$40,000 to $49,999"
935,55 to 59,55 to 64,Female,Married,... never,... excellent?,... good?,"$30,000 to $39,999","$40,000 to $49,999"
936,80 years and over,75 years and over,Female,Single (Never married),... never,... very good?,... excellent?,"$30,000 to $39,999","$30,000 to $39,999"
937,40 to 44,35 to 44,Male,Single (Never married),... every day?,... good?,... very good?,"$5,000 to $9,999",Don't know
938,30 to 34,25 to 34,Male,Single (Never married),... about once a week?,... good?,... good?,"$30,000 to $39,999","$40,000 to $49,999"
939,45 to 49,45 to 54,Male,Married,... about once a week?,... very good?,... good?,Not stated,Not stated
940,75 to 79,75 years and over,Male,Married,... a few times a week?,... fair?,... fair?,"$50,000 to $59,999","$60,000 to $79,999"
941,80 years and over,75 years and over,Male,Married,... never,... very good?,... very good?,"$60,000 to $79,999","$60,000 to $79,999"
942,65 to 69,65 to 74,Male,Married,... never,Not stated,Not stated,Not stated,Not stated
943,60 to 64,55 to 64,Male,Married,... every day?,... good?,... good?,Don't know,Don't know
944,15 to 17,15 to 24,Female,Single (Never married),... about once a week?,... very good?,... very good?,"Less than $5,000","$150,000 or more"
945,70 to 74,65 to 74,Female,Married,... about once a month?,... poor?,... good?,Not stated,Not stated
946,35 to 39,35 to 44,Female,Married,... every day?,... good?,... very good?,"$30,000 to $39,999","$80,000 to $99,999"
947,65 to 69,65 to 74,Male,Divorced,... a few times a week?,... good?,... excellent?,"$15,000 to $19,999","$15,000 to $19,999"
948,40 to 44,35 to 44,Male,Single (Never married),... about once a week?,... good?,... good?,"$60,000 to $79,999","$100,000 to $149,999"
949,30 to 34,25 to 34,Male,Single (Never married),... never,... very good?,... very good?,"$30,000 to $39,999","$30,000 to $39,999"
950,25 to 29,25 to 34,Female,Living common-law,... a few times a week?,... very good?,... very good?,"$50,000 to $59,999","$60,000 to $79,999"
951,45 to 49,45 to 54,Male,Married,... a few times a week?,... very good?,... very good?,"$60,000 to $79,999","$100,000 to $149,999"
952,40 to 44,35 to 44,Male,Married,... a few times a week?,... very good?,... very good?,"$80,000 to $99,999","$100,000 to $149,999"
953,20 to 24,15 to 24,Male,Single (Never married),... a few times a week?,... fair?,... very good?,"$40,000 to $49,999",Don't know
954,40 to 44,35 to 44,Male,Single (Never married),... a few times a week?,... good?,... excellent?,"$20,000 to $29,999","$30,000 to $39,999"
955,45 to 49,45 to 54,Female,Married,... every day?,... excellent?,... excellent?,No income,"$50,000 to $59,999"
956,25 to 29,25 to 34,Female,Single (Never married),... about once a month?,... very good?,... very good?,"$50,000 to $59,999","$60,000 to $79,999"
957,55 to 59,55 to 64,Female,Married,... a few times a week?,... good?,... good?,"$60,000 to $79,999","$100,000 to $149,999"
958,20 to 24,15 to 24,Male,Single (Never married),... a few times a week?,... very good?,... very good?,No income,Don't know
959,50 to 54,45 to 54,Female,Married,... a few times a week?,... good?,... fair?,"Less than $5,000","$100,000 to $149,999"
960,60 to 64,55 to 64,Female,Married,... about once a month?,... very good?,... very good?,"$40,000 to $49,999","$40,000 to $49,999"
961,35 to 39,35 to 44,Female,Single (Never married),... a few times a week?,... good?,... good?,"$40,000 to $49,999","$40,000 to $49,999"
962,50 to 54,45 to 54,Female,Married,... every day?,... excellent?,... very good?,"$100,000 or more","$150,000 or more"
963,70 to 74,65 to 74,Female,Widowed,... about once a week?,... fair?,... good?,Not stated,Not stated
964,35 to 39,35 to 44,Female,Divorced,... a few times a week?,... fair?,... fair?,"$60,000 to $79,999","$60,000 to $79,999"
965,75 to 79,75 years and over,Male,Separated,... never,... good?,... excellent?,"$5,000 to $9,999","$5,000 to $9,999"
966,80 years and over,75 years and over,Male,Widowed,... never,... good?,... very good?,"$20,000 to $29,999","$20,000 to $29,999"
967,80 years and over,75 years and over,Female,Widowed,... about once a week?,... poor?,... very good?,"$30,000 to $39,999","$30,000 to $39,999"
968,50 to 54,45 to 54,Female,Separated,... a few times a week?,... good?,... fair?,"$100,000 or more","$100,000 to $149,999"
969,80 years and over,75 years and over,Female,Widowed,... never,... good?,... good?,"$20,000 to $29,999","$20,000 to $29,999"
970,35 to 39,35 to 44,Female,Married,... a few times a week?,... very good?,... good?,"$20,000 to $29,999","$50,000 to $59,999"
971,15 to 17,15 to 24,Female,Single (Never married),... a few times a week?,... very good?,... very good?,"$5,000 to $9,999","$60,000 to $79,999"
972,20 to 24,15 to 24,Female,Living common-law,... every day?,... good?,... good?,"$20,000 to $29,999","$40,000 to $49,999"
973,40 to 44,35 to 44,Female,Married,... about once a week?,... very good?,... good?,"$15,000 to $19,999","$50,000 to $59,999"
974,70 to 74,65 to 74,Female,Widowed,... about once a month?,... excellent?,... excellent?,Not stated,Not stated
975,50 to 54,45 to 54,Female,Married,... less than once a month?,... fair?,... excellent?,"$60,000 to $79,999","$150,000 or more"
976,45 to 49,45 to 54,Female,Married,... about once a week?,... fair?,... fair?,"$30,000 to $39,999","$100,000 to $149,999"
977,55 to 59,55 to 64,Female,Married,... every day?,... fair?,... very good?,"$5,000 to $9,999","$20,000 to $29,999"
978,45 to 49,45 to 54,Female,Married,... every day?,... good?,... good?,Not stated,Not stated
979,75 to 79,75 years and over,Male,Married,... less than once a month?,... excellent?,... excellent?,"$30,000 to $39,999","$60,000 to $79,999"
980,40 to 44,35 to 44,Female,Married,... a few times a week?,... excellent?,... excellent?,"$30,000 to $39,999","$150,000 or more"
981,25 to 29,25 to 34,Male,Single (Never married),... about once a week?,... poor?,... poor?,"$5,000 to $9,999","$60,000 to $79,999"
982,80 years and over,75 years and over,Female,Widowed,... never,... fair?,... very good?,"$15,000 to $19,999","$15,000 to $19,999"
983,45 to 49,45 to 54,Female,Living common-law,... about once a month?,... very good?,... very good?,"$15,000 to $19,999","$40,000 to $49,999"
984,75 to 79,75 years and over,Female,Divorced,... every day?,... poor?,... very good?,"$30,000 to $39,999","$30,000 to $39,999"
